rate,Reviews,tokenized_reviews,review_date,Sentiment
5,Wonderful options and great customer service! . As a travel advisor I really appreciate that my clients have options for their travel insurance needs. 5 stars and great customer service. ,"['wonderful', 'options', 'and', 'great', 'customer', 'service', 'as', 'a', 'travel', 'advisor', 'i', 'really', 'appreciate', 'that', 'my', 'clients', 'have', 'options', 'for', 'their', 'travel', 'insurance', 'needs', '5', 'stars', 'and', 'great', 'customer', 'service']",2024-12-15,POSITIVE
5,"Thank goodness no need to use the coverage…. The security of having insurance considering our age and my husband ‘s health situation was most comforting..I hope and pray we will continue traveling…no doubt, will turn to you..","['thank', 'goodness', 'no', 'need', 'to', 'use', 'the', 'coverage', 'the', 'security', 'of', 'having', 'insurance', 'considering', 'our', 'age', 'and', 'my', 'husband', 's', 'health', 'situation', 'was', 'most', 'comfortingi', 'hope', 'and', 'pray', 'we', 'will', 'continue', 'traveling', 'no', 'doubt', 'will', 'turn', 'to', 'you']",2024-11-15,NEGATIVE
5,Solid travel insurance information . Being unfamiliar with travel insurance the employee had to start at the very beginning. Extremely helpful and knowledgeable. Walked us through all options and what would be best option for us. ,"['solid', 'travel', 'insurance', 'information', 'being', 'unfamiliar', 'with', 'travel', 'insurance', 'the', 'employee', 'had', 'to', 'start', 'at', 'the', 'very', 'beginning', 'extremely', 'helpful', 'and', 'knowledgeable', 'walked', 'us', 'through', 'all', 'options', 'and', 'what', 'would', 'be', 'best', 'option', 'for', 'us']",2024-11-21,POSITIVE
5,"Great Company . Working with Bettye Ridley was a delight.  She was thorough, knowledgeable and pleasant to deal with.  Excellent customer service.  Even though we didn’t need to use the travel insurance (which was a good thing), I felt very secure having the coverage. I will use your company in the future. ","['great', 'company', 'working', 'with', 'bettye', 'ridley', 'was', 'a', 'delight', 'she', 'was', 'thorough', 'knowledgeable', 'and', 'pleasant', 'to', 'deal', 'with', 'excellent', 'customer', 'service', 'even', 'though', 'we', 'didn', 't', 'need', 'to', 'use', 'the', 'travel', 'insurance', 'which', 'was', 'a', 'good', 'thing', 'i', 'felt', 'very', 'secure', 'having', 'the', 'coverage', 'i', 'will', 'use', 'your', 'company', 'in', 'the', 'future']",2024-10-23,POSITIVE
5,Personal service. I appreciated talking to a customer service representative.  Very informative. ,"['personal', 'service', 'i', 'appreciated', 'talking', 'to', 'a', 'customer', 'service', 'representative', 'very', 'informative']",2025-02-04,POSITIVE
5,Knowing I have travel insurance which meets my needs. Knowing I have travel insurance which covered my needs felt comforting and at ease during my travels.  The cost and coverage is great and met my needs.,"['knowing', 'i', 'have', 'travel', 'insurance', 'which', 'meets', 'my', 'needs', 'knowing', 'i', 'have', 'travel', 'insurance', 'which', 'covered', 'my', 'needs', 'felt', 'comforting', 'and', 'at', 'ease', 'during', 'my', 'travels', 'the', 'cost', 'and', 'coverage', 'is', 'great', 'and', 'met', 'my', 'needs']",2024-10-30,POSITIVE
5,Great travel insurance I make claim and process was easy and they pay my claim fast. Don't waste you time looking for another travel insurance company I recommend this company for all you traveling needs,"['great', 'travel', 'insurance', 'i', 'make', 'claim', 'and', 'process', 'was', 'easy', 'and', 'they', 'pay', 'my', 'claim', 'fast', 'dont', 'waste', 'you', 'time', 'looking', 'for', 'another', 'travel', 'insurance', 'company', 'i', 'recommend', 'this', 'company', 'for', 'all', 'you', 'traveling', 'needs']",2024-11-21,POSITIVE
5,To the rescue once again.. I had an injury on our cruise that involved a lot of steps and people.  They sent me all the info I would need to start the process on my claim.  Answered all my questions for me.  I used this company on another trip and had to go to ship's doctor for an ear issue.  Sent in my info and within 2 weeks had my refund.,"['to', 'the', 'rescue', 'once', 'again', 'i', 'had', 'an', 'injury', 'on', 'our', 'cruise', 'that', 'involved', 'a', 'lot', 'of', 'steps', 'and', 'people', 'they', 'sent', 'me', 'all', 'the', 'info', 'i', 'would', 'need', 'to', 'start', 'the', 'process', 'on', 'my', 'claim', 'answered', 'all', 'my', 'questions', 'for', 'me', 'i', 'used', 'this', 'company', 'on', 'another', 'trip', 'and', 'had', 'to', 'go', 'to', 'ships', 'doctor', 'for', 'an', 'ear', 'issue', 'sent', 'in', 'my', 'info', 'and', 'within', '2', 'weeks', 'had', 'my', 'refund']",2024-12-26,NEGATIVE
5,Very helpful in answering questions and explaining the terms the good and the bad. I will be using this company from now on out for any travel insurance,"['very', 'helpful', 'in', 'answering', 'questions', 'and', 'explaining', 'the', 'terms', 'the', 'good', 'and', 'the', 'bad', 'i', 'will', 'be', 'using', 'this', 'company', 'from', 'now', 'on', 'out', 'for', 'any', 'travel', 'insurance']",2024-10-30,NEGATIVE
5,"Good purchase and claim experience. Recently filed a claim with this company.  Submitted all the information online.  Everything was approved in about 30 days and a check mailed out immediately.  The 5 star rating is based on the original price, options and the simple claims process.  My only complaint is that once everything was uploaded to the site, the status changed to ""documents received"" (or something similar) and never changed.  At about day 28 I emailed to get an update and got a generic response telling me that processing takes 30 days.  At 30 days, it was processed and approved, but I wish there would have been some kind of status update in the interim.  My claim was relatively small, but I would have been rather nervous during that 30 days if the amount would have been significant.  With that said, I'm still very happy with the company and wouldn't hesitate to use them again.","['good', 'purchase', 'and', 'claim', 'experience', 'recently', 'filed', 'a', 'claim', 'with', 'this', 'company', 'submitted', 'all', 'the', 'information', 'online', 'everything', 'was', 'approved', 'in', 'about', '30', 'days', 'and', 'a', 'check', 'mailed', 'out', 'immediately', 'the', '5', 'star', 'rating', 'is', 'based', 'on', 'the', 'original', 'price', 'options', 'and', 'the', 'simple', 'claims', 'process', 'my', 'only', 'complaint', 'is', 'that', 'once', 'everything', 'was', 'uploaded', 'to', 'the', 'site', 'the', 'status', 'changed', 'to', 'documents', 'received', 'or', 'something', 'similar', 'and', 'never', 'changed', 'at', 'about', 'day', '28', 'i', 'emailed', 'to', 'get', 'an', 'update', 'and', 'got', 'a', 'generic', 'response', 'telling', 'me', 'that', 'processing', 'takes', '30', 'days', 'at', '30', 'days', 'it', 'was', 'processed', 'and', 'approved', 'but', 'i', 'wish', 'there', 'would', 'have', 'been', 'some', 'kind', 'of', 'status', 'update', 'in', 'the', 'interim', 'my', 'claim', 'was', 'relatively', 'small', 'but', 'i', 'would', 'have', 'been', 'rather', 'nervous', 'during', 'that', '30', 'days', 'if', 'the', 'amount', 'would', 'have', 'been', 'significant', 'with', 'that', 'said', 'im', 'still', 'very', 'happy', 'with', 'the', 'company', 'and', 'wouldnt', 'hesitate', 'to', 'use', 'them', 'again']",2024-11-01,NEGATIVE
5,The process for obtaining travel. ins. was easy.The cost of the ins. was reasonableThe ins. coverage was adequeat for my needsd.  No  attempt to over insure was made.,"['the', 'process', 'for', 'obtaining', 'travel', 'ins', 'was', 'easythe', 'cost', 'of', 'the', 'ins', 'was', 'reasonablethe', 'ins', 'coverage', 'was', 'adequeat', 'for', 'my', 'needsd', 'no', 'attempt', 'to', 'over', 'insure', 'was', 'made']",2024-11-08,NEGATIVE
5,"The sales representative was super friendly, knowledgeable and guided me through the process painlessly. I did not need to utilize the benefits, but was at ease on my trip knowing that it was there.","['the', 'sales', 'representative', 'was', 'super', 'friendly', 'knowledgeable', 'and', 'guided', 'me', 'through', 'the', 'process', 'painlessly', 'i', 'did', 'not', 'need', 'to', 'utilize', 'the', 'benefits', 'but', 'was', 'at', 'ease', 'on', 'my', 'trip', 'knowing', 'that', 'it', 'was', 'there']",2024-11-17,POSITIVE
4,"I was able to file a successful travel delay claim. The claims process took 60 days. I was asked for more information and documents three times, and each time, I responded. I recommend you be very specific about how much you want in your claim. The claims process did not seem to ask that question. The claim total paid was around USD $400. Like most insurance companies, they ask many questions to increase the chance that you will give up. Don't give up. ","['i', 'was', 'able', 'to', 'file', 'a', 'successful', 'travel', 'delay', 'claim', 'the', 'claims', 'process', 'took', '60', 'days', 'i', 'was', 'asked', 'for', 'more', 'information', 'and', 'documents', 'three', 'times', 'and', 'each', 'time', 'i', 'responded', 'i', 'recommend', 'you', 'be', 'very', 'specific', 'about', 'how', 'much', 'you', 'want', 'in', 'your', 'claim', 'the', 'claims', 'process', 'did', 'not', 'seem', 'to', 'ask', 'that', 'question', 'the', 'claim', 'total', 'paid', 'was', 'around', 'usd', '400', 'like', 'most', 'insurance', 'companies', 'they', 'ask', 'many', 'questions', 'to', 'increase', 'the', 'chance', 'that', 'you', 'will', 'give', 'up', 'dont', 'give', 'up']",2024-06-09,POSITIVE
5,Devin(?) spent alot of time explaining the program,"['devin', 'spent', 'alot', 'of', 'time', 'explaining', 'the', 'program']",2024-10-27,NEGATIVE
5,I always book with Travel Insured International for my cruises. They are so very very helpful when you call to book the appropriate plan that suits you best. The coverage is excellent which people especially on Medicare should consider because Medicare doesn’t cover you outside the United States. I highly recommend Travel Insured International and will continue doing business with them. ,"['i', 'always', 'book', 'with', 'travel', 'insured', 'international', 'for', 'my', 'cruises', 'they', 'are', 'so', 'very', 'very', 'helpful', 'when', 'you', 'call', 'to', 'book', 'the', 'appropriate', 'plan', 'that', 'suits', 'you', 'best', 'the', 'coverage', 'is', 'excellent', 'which', 'people', 'especially', 'on', 'medicare', 'should', 'consider', 'because', 'medicare', 'doesn', 't', 'cover', 'you', 'outside', 'the', 'united', 'states', 'i', 'highly', 'recommend', 'travel', 'insured', 'international', 'and', 'will', 'continue', 'doing', 'business', 'with', 'them']",2024-11-01,POSITIVE
5,Easy transaction friendly service reasonable price. Thank heaven I didn’t need the insurance but it’s comforting to know it’s there ,"['easy', 'transaction', 'friendly', 'service', 'reasonable', 'price', 'thank', 'heaven', 'i', 'didn', 't', 'need', 'the', 'insurance', 'but', 'it', 's', 'comforting', 'to', 'know', 'it', 's', 'there']",2024-11-27,POSITIVE
5,Easy to deal with great customer service.,"['easy', 'to', 'deal', 'with', 'great', 'customer', 'service']",2024-11-06,POSITIVE
4,"It was simple to get the coverage and the customer rep was very patient and helpful,   The cost was not excessive.    The  only complaint was repeated emails about adding more to the policy.    ","['it', 'was', 'simple', 'to', 'get', 'the', 'coverage', 'and', 'the', 'customer', 'rep', 'was', 'very', 'patient', 'and', 'helpful', 'the', 'cost', 'was', 'not', 'excessive', 'the', 'only', 'complaint', 'was', 'repeated', 'emails', 'about', 'adding', 'more', 'to', 'the', 'policy']",2024-11-13,NEGATIVE
5,Peace of mind   In case it was necessary I had help.  Thankfully I didn’t need to use it   But it was in place.  So until next time.  Thank you,"['peace', 'of', 'mind', 'in', 'case', 'it', 'was', 'necessary', 'i', 'had', 'help', 'thankfully', 'i', 'didn', 't', 'need', 'to', 'use', 'it', 'but', 'it', 'was', 'in', 'place', 'so', 'until', 'next', 'time', 'thank', 'you']",2025-01-08,POSITIVE
5,Great travel insurance. The travel insurance was easy to purchase and affordable. Options were clearly explained and I felt comfortable that we had plenty of coverage for our trip.,"['great', 'travel', 'insurance', 'the', 'travel', 'insurance', 'was', 'easy', 'to', 'purchase', 'and', 'affordable', 'options', 'were', 'clearly', 'explained', 'and', 'i', 'felt', 'comfortable', 'that', 'we', 'had', 'plenty', 'of', 'coverage', 'for', 'our', 'trip']",2024-10-24,POSITIVE
1,"Virtually impossible to file a claim, everything leads to a dead end and ultimately rejection of the claim, including even when following submission instructions from the company's customer service rep.","['virtually', 'impossible', 'to', 'file', 'a', 'claim', 'everything', 'leads', 'to', 'a', 'dead', 'end', 'and', 'ultimately', 'rejection', 'of', 'the', 'claim', 'including', 'even', 'when', 'following', 'submission', 'instructions', 'from', 'the', 'companys', 'customer', 'service', 'rep']",2024-12-01,NEGATIVE
5,"Coverage was well-explained in detail.  Called them when had a fall and they were detailed in what to do, followed up, etc.  Luckily, was not serious issue.","['coverage', 'was', 'wellexplained', 'in', 'detail', 'called', 'them', 'when', 'had', 'a', 'fall', 'and', 'they', 'were', 'detailed', 'in', 'what', 'to', 'do', 'followed', 'up', 'etc', 'luckily', 'was', 'not', 'serious', 'issue']",2024-10-30,NEGATIVE
5,Fortunately didn’t have to use this insurance this trip but have in the past. It’s been amazing and I will never travel without it!,"['fortunately', 'didn', 't', 'have', 'to', 'use', 'this', 'insurance', 'this', 'trip', 'but', 'have', 'in', 'the', 'past', 'it', 's', 'been', 'amazing', 'and', 'i', 'will', 'never', 'travel', 'without', 'it']",2024-11-11,POSITIVE
5,I luckily did not needed to use the travel insurance . I received great advice when purchasing this insurance ,"['i', 'luckily', 'did', 'not', 'needed', 'to', 'use', 'the', 'travel', 'insurance', 'i', 'received', 'great', 'advice', 'when', 'purchasing', 'this', 'insurance']",2024-10-30,NEGATIVE
3,"Very unclear phrasing that hides their intent.. I was disappointed to find that my purchased plan (12/6/24 - 12/20/24) was not listed as PRIMARY PAYOR - even after I specifically requested that it be so AND the individual I was speaking with assured me it was set for PRIMARY COVERAGE.  However, when submitting a claim for a minor doctor's visit, I discovered it was not PRIMARY.  Foolish me for trusting the rep AND for not understanding the phrasing on page 23 that noted ""...you will not pay benefits in excess of the usual and customary ....""  Somehow that phrasing is to indicate to me that you're a secondary payor.  Heaven forbid you guys use plain English and state you'll be a PRIMARY or SECONDARY payor.  ","['very', 'unclear', 'phrasing', 'that', 'hides', 'their', 'intent', 'i', 'was', 'disappointed', 'to', 'find', 'that', 'my', 'purchased', 'plan', '12624', '122024', 'was', 'not', 'listed', 'as', 'primary', 'payor', 'even', 'after', 'i', 'specifically', 'requested', 'that', 'it', 'be', 'so', 'and', 'the', 'individual', 'i', 'was', 'speaking', 'with', 'assured', 'me', 'it', 'was', 'set', 'for', 'primary', 'coverage', 'however', 'when', 'submitting', 'a', 'claim', 'for', 'a', 'minor', 'doctors', 'visit', 'i', 'discovered', 'it', 'was', 'not', 'primary', 'foolish', 'me', 'for', 'trusting', 'the', 'rep', 'and', 'for', 'not', 'understanding', 'the', 'phrasing', 'on', 'page', '23', 'that', 'noted', 'you', 'will', 'not', 'pay', 'benefits', 'in', 'excess', 'of', 'the', 'usual', 'and', 'customary', 'somehow', 'that', 'phrasing', 'is', 'to', 'indicate', 'to', 'me', 'that', 'youre', 'a', 'secondary', 'payor', 'heaven', 'forbid', 'you', 'guys', 'use', 'plain', 'english', 'and', 'state', 'youll', 'be', 'a', 'primary', 'or', 'secondary', 'payor']",2024-12-10,NEGATIVE
